Channel,Status,Subject line or Title,Delivered,Unique Clicked,client
Web Push,Sent,"💸 Think Forex, Think Thomas Cook.",142004,263.0,thomascook
Email,Sent,Wishing you & your family a Happy Diwali! 🪔,1487113,0.0,thomascook
Web Push,Sent,Kerala Delight,138197,466.0,thomascook
Web Push,Sent,Egyptian Extravaganza - Flight Inclusive ✈️,139477,377.0,thomascook
Web Push,Sent, Turkish Extravaganza - Flight Inclusive ✈️,140009,484.0,thomascook
Web Push,Sent,Best of Rajasthan,145784,567.0,thomascook
Email,Sent,Rajasthan – More than Just a Desert 🐪,47775,224.0,thomascook
Email,Sent,Rajasthan – More than Just a Desert 🐪,47829,260.0,thomascook
Email,Sent,Rajasthan – More than Just a Desert 🐪,143433,706.0,thomascook
Web Push,Sent,Bali Loaded - Buy 1 Get 1 Free,147394,736.0,thomascook
Web Push,Sent,Char Dham Yatra By Helicopter🚁,137385,553.0,thomascook
Web Push,Sent,Simply Thailand - Flights Inclusive ✈️,147113,690.0,thomascook
Email,Sent,Take a Quick Survey!,95,3.0,thomascook
Email,Sent,Don't Miss It! Swiss Travel Pass On Sale,293647,2886.0,thomascook
Web Push,Sent,Assam and Meghalaya - Flight Inclusive ✈️,149394,543.0,thomascook
Web Push,Sent,Himachal - Shimla - Dharamshala,147988,655.0,thomascook
Email,Sent,Your FIFA WORLD CUP QATAR 2022™ Ticket Inside,81247,209.0,thomascook
Web Push,Sent,Crazy Deal Singapore With Sentosa Island - Flight Inclusive ✈️,148663,484.0,thomascook
Email,Sent,It’s Back & It’s Bigger Than Ever – Dubai Shopping Festival! 🛍,352088,2985.0,thomascook
Email,Sent,It’s Back & It’s Bigger Than Ever – Dubai Shopping Festival! 🛍,57950,74.0,thomascook
Email,Sent,It’s Back & It’s Bigger Than Ever – Dubai Shopping Festival! 🛍,73995,567.0,thomascook
Web Push,Sent,Crazy Deal Mauritius - Air Inclusive ✈️,147210,501.0,thomascook
Web Push,Sent,"💸 Think Forex, Think Thomas Cook.",148440,353.0,thomascook
Web Push,Sent,Gujarat - Statue of Unity with Dwarka and Somnath,147738,600.0,thomascook
Email,Sent,👀You’ve read it right! - 🌸 Cherry Blossom Festival In India 🇮🇳,255887,1093.0,thomascook
Web Push,Sent,Dubai Fully Loaded - Buy 1 Get 1 Free,148621,782.0,thomascook
Web Push,Sent,Australian Delight,137327,621.0,thomascook
Web Push,Sent,Amazing Bhutan,139625,639.0,thomascook
Web Push,Sent,Exotic Kashmir with Gulmarg - Air Inclusive ✈️,141570,527.0,thomascook
Web Push,Sent,Egyptian Extravaganza - Flight Inclusive ✈️,143672,511.0,thomascook
Email,Sent,👀You’ve read it right! - 🌸 Cherry Blossom Festival In India 🇮🇳,49756,757.0,thomascook
Web Push,Sent, Turkish Extravaganza - Flight Inclusive ✈️,143478,611.0,thomascook
Web Push,Sent,Andaman For All,146141,744.0,thomascook
Web Push,Sent,Kerala Delight,145064,634.0,thomascook
Email,Sent,Take a Quick Survey!,58066,419.0,thomascook
Web Push,Sent,Crazy Deal Bali With Water Sports,148665,594.0,thomascook
Email,Sent,Experience Resorts World Sentosa Singapore 🎢,497788,1940.0,thomascook
Web Push,Sent,Simply Thailand - Flights Inclusive ✈️,143431,677.0,thomascook
Web Push,Sent,Best of Rajasthan,144990,675.0,thomascook
Email,Sent,🌸Cherry Blossom Season Japan - A must-have on your travel list. Here’s why!,294892,1467.0,thomascook
Web Push,Sent,Char Dham Yatra By Helicopter🚁,142814,608.0,thomascook
Web Push,Sent,Crazy Deal Singapore With Sentosa Island - Flight Inclusive ✈️,144783,572.0,thomascook
Web Push,Sent,Crazy Deal Mauritius - Air Inclusive ✈️,142463,518.0,thomascook
Web Push,Sent,"💸 Think Forex, Think Thomas Cook.",143044,327.0,thomascook
Web Push,Sent,Assam and Meghalaya - Flight Inclusive ✈️,132095,481.0,thomascook
Web Push,Sent,Dubai Fully Loaded - Buy 1 Get 1 Free,134457,729.0,thomascook
Web Push,Sent,Australian Delight,135533,747.0,thomascook
Email,Sent,Your Thomas Cook’s Study Buddy Rewards Inside💸,9548,66.0,thomascook
Web Push,Sent,Himachal - Shimla - Dharamshala,138290,662.0,thomascook
Web Push,Sent,Gujarat - Statue of Unity with Dwarka and Somnath,138754,612.0,thomascook
Web Push,Sent,Egyptian Extravaganza - Flight Inclusive ✈️,141576,504.0,thomascook
Web Push,Sent,Turkiye Delight,138078,673.0,thomascook
Web Push,Sent,Incredible Bhutan,139370,710.0,thomascook
Web Push,Sent,Exotic Kashmir with Gulmarg - Air Inclusive ✈️,132267,525.0,thomascook
Web Push,Sent,Crazy Deal Bali With Water Sports,134071,483.0,thomascook
Web Push,Sent,Simply Thailand - Flights Inclusive ✈️,135281,595.0,thomascook
Web Push,Sent,"💸 Think Forex, Think Thomas Cook.",136729,295.0,thomascook
Web Push,Sent,Experience Andaman with Neil - Flight Inclusive ✈️,135874,452.0,thomascook
Web Push,Sent,Crazy Deal Singapore With Sentosa Island - Flight Inclusive ✈️,136764,490.0,thomascook
Web Push,Sent,Crazy Deal Mauritius - Air Inclusive ✈️,127207,391.0,thomascook
Web Push,Sent,Serene Kerala,129898,507.0,thomascook
Web Push,Sent,Best of Rajasthan,132515,523.0,thomascook
Web Push,Sent,Dubai Fully Loaded - Buy 1 Get 1 Free,134753,655.0,thomascook
Email,Sent,Ultimate Australia - The Sunshine. The Harbour’s & The Beaches 🏖,242086,1383.0,thomascook
Web Push,Sent,Crazy Deal Singapore With Sentosa Island - Flight Inclusive ✈️,136563,468.0,thomascook
Web Push,Sent,Himachal - Shimla - Dharamshala,138408,672.0,thomascook
Email,Sent,Vistara Getaways – Taj Exclusive Holidays 🌴,183912,652.0,thomascook
Web Push,Sent,Best of Rajasthan,138100,596.0,thomascook
Web Push,Sent,Simply Thailand - Flights Inclusive ✈️,139338,704.0,thomascook
Email,Sent,Vistara Getaways – Taj Exclusive Holidays 🌴,190974,1855.0,thomascook
Web Push,Sent,Best of Vietnam,138736,695.0,thomascook
Email,Sent,You’re so close to win a FIFA WORLD CUP QATAR 2022™ ⚽ 🏆 Ticket,127167,148.0,thomascook
Web Push,Sent,Exotic Kashmir with Gulmarg - Air Inclusive ✈️,139510,566.0,thomascook
Email,Sent,Visit Breathtaking Bhutan 🐉,298692,2788.0,thomascook
Web Push,Sent,Serene Kerala,138230,713.0,thomascook
Web Push,Sent,Crazy Deal Mauritius - Air Inclusive ✈️,140208,476.0,thomascook
Web Push,Sent,Maldives - Baglioni Resort,135859,675.0,thomascook
Web Push,Sent,"💸 Think Forex, Think Thomas Cook.",136890,334.0,thomascook
Web Push,Sent,Experience Andaman with Neil - Flight Inclusive ✈️,128804,446.0,thomascook
Web Push,Sent,Dubai Fully Loaded - Buy 1 Get 1 Free,130706,629.0,thomascook
Web Push,Sent,Asian Dhamaka -Air Inclusive ✈️,130524,573.0,thomascook
Email,Sent,Witness the Big Cats in all their Grandeur 🐆,259968,516.0,thomascook
Email,Sent,Witness the Big Cats in all their Grandeur 🐆,397536,815.0,thomascook
Web Push,Sent,Incredible Bhutan,134303,703.0,thomascook
Web Push,Sent,Assam and Meghalaya - Flight Inclusive ✈️,134116,502.0,thomascook
Email,Sent,Your FIFA WORLD CUP QATAR 2022™ ⚽ 🏆 Ticket Inside 🎫,198598,76.0,thomascook
Email,Sent,Your FIFA WORLD CUP QATAR 2022™ ⚽ 🏆 Ticket Inside 🎫,26742,37.0,thomascook
Email,Sent,Your FIFA WORLD CUP QATAR 2022™ ⚽ 🏆 Ticket Inside 🎫,893880,1107.0,thomascook
Web Push,Sent,Crazy Deal Singapore With Sentosa Island - Flight Inclusive ✈️,136198,503.0,thomascook
Email,Sent,Your FIFA WORLD CUP QATAR 2022™ ⚽ 🏆 Ticket Inside 🎫,297968,399.0,thomascook
Web Push,Sent,Simply Thailand - Flights Inclusive ✈️,135917,716.0,thomascook
Web Push,Sent,Himachal - Shimla - Dharamshala,136222,688.0,thomascook
Web Push,Sent,Best of Rajasthan,134482,642.0,thomascook
Web Push,Sent,Best of Vietnam,131001,715.0,thomascook
Web Push,Suspended,The Men in Blue have Done it Again!💪,0,0.0,thomascook
Web Push,Sent,Time to get over the Loss!🙌,138966,448.0,thomascook
Email,Sent,Unbelievable Dubai Holiday offers! 🗺 ✈,692395,4969.0,thomascook
Web Push,Sent,Crazy Deal Mauritius - Air Inclusive ✈️,133416,464.0,thomascook
Web Push,Sent,"💸 Think Forex, Think Thomas Cook.",128557,331.0,thomascook
Web Push,Sent,Exotic Kashmir with Gulmarg - Air Inclusive ✈️,131704,527.0,thomascook
Web Push,Sent,Maldives - Baglioni Resort,133665,601.0,thomascook
Web Push,Sent,Dubai Fully Loaded - Buy 1 Get 1 Free,123291,605.0,thomascook
Web Push,Sent, Kerala Delight,125767,579.0,thomascook
Web Push,Sent,Experience Andaman with Neil - Air Inclusive,126696,456.0,thomascook
Web Push,Sent,Asian Dhamaka -Air Inclusive ✈️,129380,454.0,thomascook
Email,Sent,Experience Festive Holidays the Extravagant way ! ✨,176678,877.0,thomascook
Email,Sent,❄Celebrate Winters with Extravagant Holidays 🇮🇳 👪,176651,897.0,thomascook
Email,Sent,Experience Festive Holidays the Extravagant way ! ✨,352998,1691.0,thomascook
Web Push,Sent,Crazy Deal Singapore With Sentosa Island - Air Inclusive ✈️,131091,441.0,thomascook
Web Push,Sent,Incredible Bhutan,132072,639.0,thomascook
Web Push,Sent,Amazing North East,131426,563.0,thomascook
Web Push,Sent,Crazy Deal - Krabi And Phuket,131706,569.0,thomascook
Web Push,Sent,Best of Vietnam,130966,661.0,thomascook
Email,Sent,"Hey Students, Studying abroad? 👨‍🎓",92555,217.0,thomascook
Email,Sent,Your Thomas Cook’s Study Buddy Rewards Inside💸,4582,39.0,thomascook
Web Push,Sent,Himachal - Shimla - Dharamshala,132529,688.0,thomascook
Web Push,Sent,Best of Rajasthan,132203,583.0,thomascook
Web Push,Sent,Crazy Deal Mauritius - Air Inclusive ✈️,131037,479.0,thomascook
Web Push,Sent,Maldives - Baglioni Resort,128994,647.0,thomascook
Web Push,Sent,"💸 Think Forex, Think Thomas Cook.",131138,335.0,thomascook
Web Push,Sent,Exotic Kashmir with Gulmarg - Air Inclusive ✈️,119108,450.0,thomascook
Web Push,Sent,Dubai Fully Loaded - Buy 1 Get 1 Free,121976,628.0,thomascook
Web Push,Sent,Asian Dhamaka -Air Inclusive ✈️,122528,559.0,thomascook
Email,Sent,Don’t Miss Out : Navratri Celebrations on Cordelia Cruise 🚢,203976,1050.0,thomascook
Email,Sent,Don’t Miss Out : Navratri Celebrations on Cordelia Cruise 🚢,595670,4361.0,thomascook
Web Push,Sent, Kerala Delight,126250,575.0,thomascook
Email,Sent,Don’t Miss Out : Navratri Celebrations on Cordelia Cruise 🚢,99274,649.0,thomascook
Web Push,Sent,Experience Andaman with Neil - Air Inclusive,125532,428.0,thomascook
Web Push,Sent,Crazy Deal Singapore With Sentosa Island - Air Inclusive ✈️,128130,429.0,thomascook
Web Push,Sent, Crazy Deal - Krabi And Phuket,127339,425.0,thomascook
Web Push,Sent,Incredible Bhutan,128224,642.0,thomascook
Email,Sent,No More Waiting for Visas. Explore Asia This Winter. 🗺️ ✈,695365,4741.0,thomascook
Web Push,Sent,Amazing North East,126159,519.0,thomascook
Web Push,Sent,Crazy Deal Vietnam,124230,548.0,thomascook
Web Push,Sent,Mesmerizing Mauritius,126048,621.0,thomascook
Email,Sent,Easy Visa Holidays,46699,272.0,thomascook
Email,Sent,Easy Visa Holidays,397007,2333.0,thomascook
Web Push,Sent,"💸 Think Forex, Think Thomas Cook.",126289,347.0,thomascook
Web Push,Sent,  Himachal - Shimla - Dharamshala,123419,601.0,thomascook
Email,Sent,Easy Visa Holidays,595701,3606.0,thomascook
Web Push,Sent,Maldives - Baglioni Resort,124248,560.0,thomascook
Web Push,Sent,Crazy Deal - Dubai Fully Loaded,116734,518.0,thomascook
Web Push,Sent,Best of Rajasthan,118320,486.0,thomascook
Web Push,Sent,Exotic Kashmir with Gulmarg - Air Inclusive ✈️,119251,487.0,thomascook
Email,Sent,Easy Visa Holidays,198626,1188.0,thomascook
Web Push,Sent,Asian Dhamaka -Air Inclusive ✈️,121387,547.0,thomascook
Web Push,Sent,Crazy Deal Singapore With Sentosa Island - Air Inclusive ✈️,122042,435.0,thomascook
Email,Sent,All You Need to Know on Studying Abroad ✈🎓,56432,393.0,thomascook
Web Push,Sent, Kerala Delight,123710,530.0,thomascook
Web Push,Sent,Experience Andaman with Neil - Air Inclusive,121142,499.0,thomascook
Web Push,Sent, Crazy Deal - Krabi And Phuket,123954,496.0,thomascook
Web Push,Sent,Fusion Europe,119341,661.0,thomascook
Web Push,Sent,Best of Rajasthan,121281,487.0,thomascook
Web Push,Sent, Kerala Delight,120928,554.0,thomascook
Web Push,Sent,Magical Maldives,123600,585.0,thomascook
Web Push,Sent,Asian Dhamaka - Singapore and Malaysia,121947,611.0,thomascook
Web Push,Sent,"💸 Think Forex, Think Thomas Cook.",123441,303.0,thomascook
Web Push,Sent,Ladakh - BUY 1 GET 1 FREE,113339,356.0,thomascook
Web Push,Sent,Simply Mauritius,114936,555.0,thomascook
Web Push,Sent,Dubai Fully Loaded - Buy 1 Get 1 Free,116745,657.0,thomascook
Email,Sent,We have got a Unique Holiday Idea for you… 🐘,695365,2210.0,thomascook
Web Push,Sent,Experience The Luxury Treatment of Cordelia Cruises,118713,400.0,thomascook
Web Push,Sent,Exotic Kashmir - BUY 1 GET 1 FREE,120348,498.0,thomascook
Web Push,Sent,Crazy Deal Singapore With Sentosa Island,121132,524.0,thomascook
Web Push,Sent,BUY 1 GET 1 FREE - Phuket Holidays!,119798,561.0,thomascook
Web Push,Sent,Uttarakhand - The Mountains are Calling 🗻,121112,467.0,thomascook
Web Push,Sent, Heavenly Himachal,116587,531.0,thomascook
Email,Sent,We’ve Found Something New in Maldives 🏖,102213,1118.0,thomascook
Web Push,Sent,Crazy Deal Vietnam,119915,574.0,thomascook
Web Push,Sent,Fusion Europe,119213,759.0,thomascook
Web Push,Sent,"💸 Think Forex, Think Thomas Cook.",122026,361.0,thomascook
Web Push,Sent,Andaman - Buy 1 Get 1 Free,118389,598.0,thomascook
Email,Sent,"Hey Students, Studying abroad? 👨‍🎓",64891,209.0,thomascook
Web Push,Sent,Maldives - Biyadhoo Island Resort - Buy 1 Get 1 Free,119753,526.0,thomascook
Web Push,Sent,Asian Dhamaka - Singapore and Malaysia,110728,600.0,thomascook
Web Push,Sent,Best of Rajasthan,111615,521.0,thomascook
Web Push,Sent,Kerala - Buy 1 Get 1 Free,111657,472.0,thomascook
Email,Sent,72 Hours Flash Sale!,869906,3578.0,thomascook
Web Push,Sent,Simply Mauritius,114697,631.0,thomascook
Web Push,Sent,Dubai Fully Loaded - Buy 1 Get 1 Free,112466,664.0,thomascook
Web Push,Sent,Ladakh - BUY 1 GET 1 FREE,116189,435.0,thomascook
Email,Sent,Tring Tring 📱… Jungles calling #BufferMeinSafar,227461,779.0,thomascook
Web Push,Sent,Crazy Deal - Singapore!,114695,609.0,thomascook
Web Push,Sent,Experience The Luxury Treatment of Cordelia Cruises,116796,454.0,thomascook
Web Push,Sent,BUY 1 GET 1 FREE - Phuket Holidays!,114499,574.0,thomascook
Web Push,Sent,"💸 Think Forex, Think Thomas Cook.",116173,293.0,thomascook
Email,Sent,"Hey Students, Studying abroad? 👨‍🎓",51558,330.0,thomascook
Web Push,Sent,Exotic Kashmir - BUY 1 GET 1 FREE,113661,540.0,thomascook
Web Push,Sent,Crazy Deal Vietnam,115140,595.0,thomascook
Web Push,Sent,Fusion Europe,107501,523.0,thomascook
Web Push,Sent,Uttarakhand - The Mountains are Calling 🗻,107637,358.0,thomascook
Web Push,Sent, Heavenly Himachal,105355,447.0,thomascook
Web Push,Sent,Maldives - Biyadhoo Island Resort - Buy 1 Get 1 Free,106703,458.0,thomascook
Web Push,Sent,Asian Dhamaka - Singapore and Malaysia,105775,566.0,thomascook
Email,Sent,Vistara Getaways – Taj Exclusive Holidays 🌴,298215,4930.0,thomascook
Web Push,Sent,Andaman - Buy 1 Get 1 Free,109169,570.0,thomascook
Email,Sent,Top Luxury holidays in India,218602,2371.0,thomascook
Web Push,Sent,Best of Rajasthan,109261,496.0,thomascook
Email,Suspended,Vistara Getaways – Taj Exclusive Holidays 🌴,198744,3179.0,thomascook
Web Push,Sent,Simply Mauritius,112444,622.0,thomascook
Web Push,Sent,Dubai Fully Loaded - Buy 1 Get 1 Free,110400,661.0,thomascook
Web Push,Sent,Kerala - Buy 1 Get 1 Free,110632,546.0,thomascook
Web Push,Sent,Ladakh - BUY 1 GET 1 FREE,111018,461.0,thomascook
Web Push,Sent,Crazy Deal - Singapore!,112039,492.0,thomascook
Web Push,Suspended,BUY 1 GET 1 FREE - Phuket Holidays!,0,0.0,thomascook
Web Push,Sent,BUY 1 GET 1 FREE - Phuket Holidays!,110980,531.0,thomascook
Web Push,Sent,"💸 Think Forex, Think Thomas Cook.",113054,327.0,thomascook
Email,Sent,All You Need to Know on Studying Abroad ✈🎓,44113,322.0,thomascook
Email,Sent,Study Buddy Rewards💸,2448,23.0,thomascook
Web Push,Sent,Experience The Luxury Treatment of Cordelia Cruises,110175,412.0,thomascook
Web Push,Sent,Crazy Deal Vietnam,111750,603.0,thomascook
Web Push,Sent,Fusion Europe,103515,500.0,thomascook
Web Push,Sent,Exotic Kashmir - BUY 1 GET 1 FREE,105557,499.0,thomascook
Web Push,Sent,Uttarakhand - The Mountains are Calling 🗻,105775,432.0,thomascook
Email,Sent,Holidays that Fit Your Budget 💸,487947,3807.0,thomascook
Web Push,Sent,Maldives Dhamaka,108679,720.0,thomascook
Web Push,Sent,Asian Dhamaka - Singapore and Malaysia,107846,615.0,thomascook
Email,Sent,🇮🇳Independence Day Offer On Flights and Hotels ✈️ 🏨,149258,60.0,thomascook
Email,Sent,🇮🇳Independence Day Offer On Flights and Hotels ✈️ 🏨,348164,655.0,thomascook
Email,Sent,Your Student Forex Card Inside 💳,51332,404.0,thomascook
Web Push,Sent, Heavenly Himachal,109622,543.0,thomascook
Web Push,Sent,Andaman - Buy 1 Get 1 Free,106749,458.0,thomascook
Email,Sent,Diwali Made Better Even Before It Starts! 🪔 🎇,488762,350.0,thomascook
Email,Sent,Diwali Made Better Even Before It Starts! 🪔 🎇,758446,1496.0,thomascook
Email,Sent,Diwali Made Better Even Before It Starts! 🪔 🎇,186050,1753.0,thomascook
Web Push,Sent,Simply Mauritius,108912,547.0,thomascook
Web Push,Sent,Crazy Deal Dubai,107700,561.0,thomascook
Web Push,Sent,Explore Rajasthan The State of Royal Heritage,108451,343.0,thomascook
Web Push,Sent,Kerala - Buy 1 Get 1 Free,106570,578.0,thomascook
Email,Sent,💸 Here is your Thomas Cook Reward!,6967,195.0,thomascook
Web Push,Sent,Crazy Deal - Singapore!,107632,568.0,thomascook
Web Push,Sent,BUY 1 GET 1 FREE - Phuket Holidays!,105749,569.0,thomascook
Email,Sent,"✈️Travel Abroad Kahin Bhi, Forex Specialist Ek Hi! 💸",80303,551.0,thomascook
Web Push,Sent,"💸 Think Forex, Think Thomas Cook.",106074,294.0,thomascook
Web Push,Sent,Exotic Kashmir - BUY 1 GET 1 FREE,98887,480.0,thomascook
Web Push,Sent,Maldives on your mind?,100845,412.0,thomascook
Web Push,Sent,Crazy Deal Dubai,101196,565.0,thomascook
Web Push,Sent,Nepal - BUY 1 GET 1 FREE,103702,590.0,thomascook
Email,Sent,Witness The Famous 12 Apostles 🚁,389424,1691.0,thomascook
Web Push,Sent,Experience The Luxury Treatment of Cordelia Cruises,103382,390.0,thomascook
Web Push,Sent,Simply Mauritius,104457,565.0,thomascook
Web Push,Sent,Asian Dhamaka - Singapore and Malaysia,103765,534.0,thomascook
Web Push,Sent,Andaman - Buy 1 Get 1 Free,104303,482.0,thomascook
Email,Sent,Oriental Escape🤩✨,487649,2894.0,thomascook
Web Push,Sent,Ladakh - BUY 1 GET 1 FREE,102773,443.0,thomascook
Web Push,Sent,Crazy Deal - Singapore!,103636,543.0,thomascook
Web Push,Sent,BUY 1 GET 1 FREE - Phuket Holidays!,103442,566.0,thomascook
Email,Sent,🌧 ☔Monsoon Holidays - Top '6 Destinations' to explore this Rainy Season,98839,960.0,thomascook
Email,Suspended,🌧 ☔Monsoon Holidays - Top '6 Destinations' to explore this Rainy Season,197698,2056.0,thomascook
Web Push,Sent,"💸 Think Forex, Think Thomas Cook.",103791,297.0,thomascook
Email,Sent,All You Need to Know on Studying Abroad ✈🎓,46235,157.0,thomascook
Web Push,Sent,Kerala - Buy 1 Get 1 Free,101476,556.0,thomascook
Web Push,Sent,Vibrant Vietnam and Cambodia,102319,411.0,thomascook
Web Push,Sent,Europe for All (Winter),95354,680.0,thomascook
Web Push,Sent,Experience The Luxury Treatment of Cordelia Cruises,96265,302.0,thomascook
Web Push,Sent,Exotic Kashmir - BUY 1 GET 1 FREE,96813,504.0,thomascook
